醫事機構代碼,醫事機構名稱,醫事機構地址,醫事機構電話,成人口罩剩餘數,兒童口罩剩餘數,來源資料時間
5937241065,順順藥局,彰化縣大城鄉東城村東平路６３－１號,(04)8946379,212,814,2020/03/04 10:17:40
5937251105,宏吉藥局,彰化縣竹塘鄉竹塘村仁愛街５０號,(04)8976709,1058,1692,2020/03/04 10:17:40
5937251123,上明藥局,彰化縣竹塘鄉竹塘村竹塘街６６號,(04)8970600,1448,1646,2020/03/04 10:17:40
5937251150,竹塘健保藥局,彰化縣竹塘鄉竹塘村文化街５０號,(04)8976180,442,1140,2020/03/04 10:17:40
5937251169,竹塘張藥局,彰化縣竹塘鄉中興街５６號,(04)8972216,911,1840,2020/03/04 10:17:40
5937260033,呂藥局,彰化縣溪州鄉溪州里中興路１號,(04)8895552,183,1538,2020/03/04 10:17:40
5937261147,益興藥局,彰化縣溪州鄉大庄村中山巷２７號,(04)8802581,808,1939,2020/03/04 10:17:40
5937261165,中榮堂中西藥局,彰化縣溪州鄉中山路３段３６７號,(04)8895636,328,1101,2020/03/04 10:17:40
5937261227,成記大藥局,彰化縣溪州鄉中山路三段３００號,(04)8891788,212,1081,2020/03/04 10:17:40
5938010108,宏嘉藥局,南投縣南投市崇文里彰南路一段１１１４號,(049)2228073,66,738,2020/03/04 10:17:40
5938010153,聖恩藥局,南投縣南投市營北里中正路２３６號１樓,(049)2316366,2,184,2020/03/04 10:17:40
5938010242,惠光藥局,南投縣南投市復興路２１２號,(049)2222633,46,1290,2020/03/04 10:17:40
5938010386,南投藥局,南投縣南投市南投村民族路２８６號,(049)2222607,0,156,2020/03/04 10:17:40
5938010420,弘昌藥局,南投縣南投市三興里南崗一路８５號,(049)2228902,70,556,2020/03/04 10:17:40
5938010546,福倫藥局,南投縣南投市南陽路３４５號,(049)2202918,4,0,2020/03/04 10:17:40
5938011614,廣元藥局,南投縣南投市龍泉里民族路２２７號,(049)2222601,2,68,2020/03/04 10:17:40
5938011730,明安大藥局,南投縣南投市復興路４８７、４８９號,(049)2248922,508,420,2020/03/04 10:17:40
5938011785,健美藥局,南投縣南投市民權街９８號,(049)2207785,0,216,2020/03/04 10:17:40
5938011810,南投丁丁藥局,南投縣南投市南投里３鄰民族路２５４號,(049)2245977,2,54,2020/03/04 10:17:40
5938011829,和康藥局,南投縣南投市復興路７５－１號,(049)2227008,0,162,2020/03/04 10:17:40
5938011838,愛馨藥局,南投縣南投市中山街１４巷１５號,(049)2206006,38,372,2020/03/04 10:17:40
5938011847,南投啄木鳥藥局,南投縣南投市中興路６１２號,(049)2241683,122,176,2020/03/04 10:17:40
5938011856,南陽健寶藥局,南投縣南投市南陽路４７７號１樓,(049)2243052,404,1094,2020/03/04 10:17:40
5938020079,仁和藥局,南投縣埔里鎮薰化里中山路三段９７號,(049)2985470,284,1476,2020/03/04 10:17:40
5938020088,佳民藥局,南投縣埔里鎮薰化里南昌街２８７號,(049)2987151,756,1884,2020/03/04 10:17:40
5938020104,新仁壽藥局,南投縣埔里鎮南門里南榮路１３號１樓,(049)2983210,718,1734,2020/03/04 10:17:40
5938020159,吉生藥局,南投縣埔里鎮南門里南昌街１４５號,(049)2982966,344,967,2020/03/04 10:17:40
5938020257,德林藥局,南投縣埔里鎮大城路２０６號,(049)2915293,421,1186,2020/03/04 10:17:40
5938021423,黎明藥局,南投縣埔里鎮中正路４６２號,(049)2990941,2180,1296,2020/03/04 10:17:40
5938021432,東風中西藥局,南投縣埔里鎮南昌街３０９號,(049)2903112,1045,1728,2020/03/04 10:17:40
5938021521,大家好藥局,南投縣埔里鎮中山路２段２６２－１號,(049)2995876,862,544,2020/03/04 10:17:40
5938021638,大善藥局,南投縣埔里鎮東峰路１９之１號,(049)2930395,1411,1334,2020/03/04 10:17:40
5938021683,埔里啄木鳥藥局,南投縣埔里鎮中山路三段４６７號,(049)2914510,238,569,2020/03/04 10:17:40
5938021745,欣欣藥局,南投縣埔里鎮中正路３８５號,(049)2421931,1270,792,2020/03/04 10:17:40
5938021772,集成藥局,南投縣埔里鎮南興街２７０號,(049)2992837,290,418,2020/03/04 10:17:40
5938021781,幸福藥局,南投縣埔里鎮中正路５４８號,(049)2999800,270,1116,2020/03/04 10:17:40
5938021790,健豐藥局,南投縣埔里鎮和四街３號,(049)2423221,518,888,2020/03/04 10:17:40
5938021852,高品藥局,南投縣埔里鎮南昌街２００號,(049)2421616,376,1464,2020/03/04 10:17:40
5938021914,好安心藥局,南投縣埔里鎮中山路二段３２７號,(049)2990377,50,528,2020/03/04 10:17:40
5938021932,喜樂藥局,南投縣埔里鎮和平東路４１５號,(049)2999992,714,1760,2020/03/04 10:17:40
5938021941,光田藥局,南投縣埔里鎮南門里南榮路１２號,(049)2982830,284,943,2020/03/04 10:17:40
5938021969,宜康健保藥局,南投縣埔里鎮南昌街２６１號,(049)2904170,748,1320,2020/03/04 10:17:40
5938022000,禾安康藥局,南投縣埔里鎮南昌街２１９號１樓,(049)2900219,336,862,2020/03/04 10:17:40
5938022019,安欣藥局,南投縣埔里鎮中山路三段９８號,(04)2906620,1562,1752,2020/03/04 10:17:40
5938022046,品安藥局,南投縣埔里鎮中正路５６３號,(049)2990050,616,1710,2020/03/04 10:17:40
5938022064,大樹埔里藥局,南投縣埔里鎮中正路４３８號,(049)2980805,464,1651,2020/03/04 10:17:40
5938022117,埔里福倫健保藥局,南投縣埔里鎮中山路二段３６７號,(049)2999118,526,1650,2020/03/04 10:17:40
5938022126,埔里能安藥局,南投縣埔里鎮西安路一段６６號,(049)2986578,575,1744,2020/03/04 10:17:40
5938022135,草新健保藥局,南投縣埔里鎮中山路二段３９０號,(049)2901689,550,1028,2020/03/04 10:17:40
5938022144,久泰藥局,南投縣埔里鎮南興街３２４、３２６號,(049)2980968,1032,796,2020/03/04 10:17:40
5938022153,誠光藥局,南投縣埔里鎮中正路５９９號,(049)2987721,434,858,2020/03/04 10:17:40
5938030057,萬壽堂藥局,南投縣草屯鎮中山街２１１號,(049)2333570,397,617,2020/03/04 10:17:40
5938030075,新慈仁藥局,南投縣草屯鎮山腳里虎山路１３０號,(049)2335426,0,786,2020/03/04 10:17:40
5938030084,國聖藥局,南投縣草屯鎮芬草路１段３５號,(049)2305685,397,532,2020/03/04 10:17:40
5938030100,環球大藥局,南投縣草屯鎮中正路７５３號,(049)2356485,0,52,2020/03/04 10:17:40
5938030191,建林藥局,南投縣草屯鎮復興路７３４號,(049)2336449,267,807,2020/03/04 10:17:40
5938030235,久長安藥局,南投縣草屯鎮碧山路９８號,(049)2333256,278,1238,2020/03/04 10:17:40
5938030253,健泰藥局,南投縣草屯鎮碧峰里碧山路１０８２號,(049)2336280,102,575,2020/03/04 10:17:40
5938030280,易生藥局,南投縣草屯鎮明正里芬草路一段１５３號,(049)2323350,268,300,2020/03/04 10:17:40
5938030379,豐安藥局,南投縣草屯鎮中正路１２１９號,(049)2334412,88,570,2020/03/04 10:17:40
5938030735,草屯福倫藥局,南投縣草屯鎮中山街１４２號,(049) 2314218,0,243,2020/03/04 10:17:40
5938032140,東洋藥局,南投縣草屯鎮中正路７９３號,(049)2336096,202,1184,2020/03/04 10:17:40
5938032220,新豐藥局,南投縣草屯鎮中正路１２３２號,(049)2565127,404,1030,2020/03/04 10:17:40
5938032300,康好藥局,南投縣草屯鎮太平路一段２２５號,(049)2358838,400,616,2020/03/04 10:17:40
5938032328,長頸鹿藥局,南投縣草屯鎮虎山路７８２號,(049)2318125,400,212,2020/03/04 10:17:40
5938032355,炎峰藥局,南投縣草屯鎮虎山路７３２號,(049)2380840,80,520,2020/03/04 10:17:40
5938032373,和平藥局,南投縣草屯鎮和平街２９號,(049)2310085,550,1476,2020/03/04 10:17:40
5938032391,祥暘藥局,南投縣草屯鎮中正路８２２、８２４號,(049)2353393,330,244,2020/03/04 10:17:40
5938032408,草屯丁丁藥局,南投縣草屯鎮太平路二段１７９號,(049)2330058,13,581,2020/03/04 10:17:40
5938032417,虎山藥局,南投縣草屯鎮虎山路４８９－１號,(049)2371389,377,640,2020/03/04 10:17:40
5938032453,福安藥局,南投縣草屯鎮碧山路９３號,(049)2333349,26,432,2020/03/04 10:17:40
5938032462,百康藥局,南投縣草屯鎮新豐路７２８巷３４號,(049)2362033,0,38,2020/03/04 10:17:40
5938040044,仁山藥局,南投縣竹山鎮昭德街２３號,(049)2657720,1462,1951,2020/03/04 10:17:40
5938040151,快安藥局,南投縣竹山鎮延平里集山路三段１３號,(049)2643048,1087,1776,2020/03/04 10:17:40
5938040160,天佑藥局,南投縣竹山鎮竹圍里前山路一段５８號,(049)2647515,1244,1774,2020/03/04 10:17:40
5938040179,慈仁藥局,南投縣竹山鎮集山路三段942號,(049)2643924,296,732,2020/03/04 10:17:40
5938040277,潘藥局,南投縣竹山鎮竹山里下橫街２６–１１號,(049)2645613,876,1545,2020/03/04 10:17:40
5938040286,皇英藥局,南投縣竹山鎮林圯街２７－１號,(049)2654006,825,1676,2020/03/04 10:17:40
5938040295,氏林藥局,南投縣竹山鎮中山里雲林路７３號,(049)2645829,1164,1544,2020/03/04 10:17:40
5938040348,銘彥童藥局,南投縣竹山鎮竹山里集山路三段８２７號,(049)2642045,663,1253,2020/03/04 10:17:40
5938040366,竹山藥局,南投縣竹山鎮中山里竹山路１５０之２號,(049)2644930,1504,1866,2020/03/04 10:17:40
5938040419,林惠生藥局,南投縣竹山鎮下橫街２６之２號,(049)2652216,378,1830,2020/03/04 10:17:40
5938040437,宏明堂藥局,南投縣竹山鎮竹山里橫街８８號,(049)2642202,414,2046,2020/03/04 10:17:40
5938041569,竹山福倫藥局,南投縣竹山鎮竹山里集山路三段858號,(049)2658518,849,1983,2020/03/04 10:17:40
5938041667,竹山啄木鳥藥局,南投縣竹山鎮集山路三段１０１１號,(049)2655345,584,820,2020/03/04 10:17:40
5938041685,宗穎藥局,南投縣竹山鎮集山路３段５８７號,(049)2635379,1580,1814,2020/03/04 10:17:40
5938041694,仁惠藥局,南投縣竹山鎮集山路二段９９號,(049)2622158,1229,1219,2020/03/04 10:17:40
5938041729,早安藥局,南投縣竹山鎮雲林路４１號,(049)2651032,714,1614,2020/03/04 10:17:40
5938041756,集山啄木鳥藥局,南投縣竹山鎮集山路３段４０５號,(049)2659287,822,1146,2020/03/04 10:17:40
5938041809,維淇藥師藥局,南投縣竹山鎮集山路三段８１６－１號,(049)2653689,1544,1852,2020/03/04 10:17:40
5938041818,明仁藥局,南投縣竹山鎮集山路三段９４８－２號,(049)2659650,1088,448,2020/03/04 10:17:40
5938041827,華誠藥局,南投縣竹山鎮下橫街７５－８號,(049)2633500,1077,1950,2020/03/04 10:17:40
5938041845,博愛藥局,南投縣竹山鎮雲林路３５號,(049)2642748,1966,1882,2020/03/04 10:17:40
5938041854,耀聖藥局,南投縣竹山鎮集山路３段８１６－５號,(049)2652267,998,1434,2020/03/04 10:17:40
5938041863,大明藥局,南投縣竹山鎮大明路４８２號,(049)2652500,906,880,2020/03/04 10:17:40
5938041881,明仁藥局,南投縣竹山鎮集山路三段９４８－２號,(049)2659650,704,360,2020/03/04 10:17:40
5938050120,家禾藥局,南投縣集集鎮民生路２３７號,(049)2760565,336,1390,2020/03/04 10:17:40
5938050139,省安藥局,南投縣集集鎮民生路３１號,(049)2763442,1046,1710,2020/03/04 10:17:40
5938060180,召安藥局,南投縣名間鄉彰南路３０之１號,(049)2737976,212,1594,2020/03/04 10:17:40
5938060224,淵源藥局,南投縣名間鄉中正村南雅街１３１巷３５號,(049)2732597,6,728,2020/03/04 10:17:40
5938061249,献奇藥局,南投縣名間鄉南雅村１０２號,(049)2732678,850,1514,2020/03/04 10:17:40
5938061258,惠松藥局,南投縣名間鄉名松路二段２３４之１號,(049)2581647,164,1128,2020/03/04 10:17:40
5938061267,豐源藥局,南投縣名間鄉員集路８９號,(049)2736201,1716,1856,2020/03/04 10:17:40
5938061285,人德藥局,南投縣名間鄉南雅村員集路１３６號,(049)2739317,504,984,2020/03/04 10:17:40
5938061301,宏春健康生活藥局,南投縣名間鄉彰南路３９５號１樓,(049)2228041,28,522,2020/03/04 10:17:40
5938080048,中寮健保藥局,南投縣中寮鄉永安街１３６號,(049)2691940,106,973,2020/03/04 10:17:40
5938090026,源和藥局,南投縣魚池鄉魚池村魚池街２７８號,(049)2897666,264,1348,2020/03/04 10:17:40
5938091149,得康藥局,南投縣魚池鄉魚池村魚池街３７３號,(049)2899630,1170,1130,2020/03/04 10:17:40
5938100018,佑全藥局,南投縣國姓鄉中興路１０３號,(049)2722998,558,985,2020/03/04 10:17:40
5938100063,興安藥局,南投縣國姓鄉石門村國姓路２７８–１號,(049)2721133,1237,1983,2020/03/04 10:17:40
5938101122,國姓藥局,南投縣國姓鄉石門村中興路７０號,(049)2722007,1554,1914,2020/03/04 10:17:40
5938101140,山芙蓉藥局,南投縣國姓鄉中興路１４６號,(049)2720351,2976,1966,2020/03/04 10:17:40
5938110023,杏仁藥局,南投縣水里鄉新城村民權路２３６號,(049)2776008,508,1590,2020/03/04 10:17:40
5938110032,人人藥局,南投縣水里鄉中央村中正路７８號,(049)2770166,318,282,2020/03/04 10:17:40
5938110078,立特藥局,南投縣水里鄉中央村中正路６８號,(049)2775837,550,1830,2020/03/04 10:17:40
5938111271,柔欣藥局,南投縣水里鄉中山路１段５０８號,(049)2770199,370,1096,2020/03/04 10:17:40
5938130016,永康藥局,南投縣仁愛鄉大同村仁和路８４號,(049)2802730,846,920,2020/03/04 10:17:40
5939010059,葉藥局,雲林縣斗六市忠孝里大同路２０８號,(05)5339496,442,1592,2020/03/04 10:17:40
5939010068,尚陽中西藥局,雲林縣斗六市鎮西里雲林路二段２５０號,(05)5370248,82,1341,2020/03/04 10:17:40
5939010086,信德藥局,雲林縣斗六市仁愛里中華路２４２號,(05)5326325,314,1364,2020/03/04 10:17:40
5939010157,明鍚藥局,雲林縣斗六市東里文化路３１８號,(05)5326935,660,1441,2020/03/04 10:17:40
5939010200,永聖藥局,雲林縣斗六市鎮北里南京路３９３號１樓,(05)5329858,540,1404,2020/03/04 10:17:40
5939010228,重興藥局,雲林縣斗六市榴中里中興路８９號,(05)5573365,264,1012,2020/03/04 10:17:40
5939010344,光華藥局,雲林縣斗六市中山路１５號,(05)5322331,1890,1990,2020/03/04 10:17:40
5939010399,東京大藥局,雲林縣斗六市文化路７９號,(05)5348073,718,2052,2020/03/04 10:17:40
5939010504,桂賓藥局,雲林縣斗六市信義里鎮北路３號,(05)5332138,1376,1438,2020/03/04 10:17:40
5939011734,怡康健保藥局,雲林縣斗六市西平路４２－１號,(05)5334585,440,1964,2020/03/04 10:17:40
5939011789,宏安藥局,雲林縣斗六市大同路９３巷３號,(05)5322468,908,1542,2020/03/04 10:17:40
5939011832,汶藥局,雲林縣斗六市大同路１０３號２樓,(05)5344728,1058,1764,2020/03/04 10:17:40
5939011850,明真西藥局,雲林縣斗六市自由路１號,(05)5321605,506,1969,2020/03/04 10:17:40
5939011878,雲萱藥局,雲林縣斗六市雲林路二段３３３之１號,(05)5371688,884,1638,2020/03/04 10:17:40
5939012026,明佑藥局,雲林縣斗六市太平路２１９號２樓,(05)5331263,1340,1872,2020/03/04 10:17:40
5939012062,榮譽藥局,雲林縣斗六市永安路５３號,(05)5343503,418,1358,2020/03/04 10:17:40
5939012133,鎮東藥局,雲林縣斗六市中華路４６０號,(05)5332449,1112,1298,2020/03/04 10:17:40
5939012160,保加德藥局,雲林縣斗六市雲林路２段２７９號,(05)5347698,1876,2076,2020/03/04 10:17:40
5939012179,保健藥局,雲林縣斗六市梅林路２８３號,(05)5576037,673,1509,2020/03/04 10:17:40
5939012188,上海啄木鳥藥局,雲林縣斗六市上海路２３４號,(05)5374296,64,86,2020/03/04 10:17:40
5939012222,啄木鳥藥局,雲林縣斗六市民生南路２６２號,(05)5344030,252,172,2020/03/04 10:17:40
5939012240,究安藥局,雲林縣斗六市雲林路二段２０２號,(05)5375697,1276,1547,2020/03/04 10:17:40
5939012302,北友藥局,雲林縣斗六市上海路２４２號,(05)5349507,147,1039,2020/03/04 10:17:40
5939012320,瑞安藥局,雲林縣斗六市中正路１５號,(05)5373085,535,1694,2020/03/04 10:17:40
5939012339,永光藥局,雲林縣斗六市中山路９號,(05)5379939,302,1790,2020/03/04 10:17:40
5939012384,眼光藥局,雲林縣斗六市信義里鎮北路２５－１號,(05)5324462,340,1512,2020/03/04 10:17:40
5939012400,陽光藥局,雲林縣斗六市永安路６９號,(05)5362097,1455,406,2020/03/04 10:17:40
5939012428,德昌藥局,雲林縣斗六市明德路１０１號,(05)5340870,640,1512,2020/03/04 10:17:40
5939012455,禾民藥局,雲林縣斗六市民生南路７３號,(05)5342486,576,1578,2020/03/04 10:17:40
5939012464,二水鄭家藥局,雲林縣斗六市文化路２３４號,(05)5323788,788,1766,2020/03/04 10:17:40
5939012473,家康藥局,雲林縣斗六市西平路１８３號,(05)5362871,1452,1442,2020/03/04 10:17:40
5939012508,聖康藥局,雲林縣斗六市中正路１１１號,(05)5332609,1,65,2020/03/04 10:17:40
5939012526,世明中西藥局,雲林縣斗六市文化路３２４－１號,(05)5333109,1540,1770,2020/03/04 10:17:40
5939012535,元大藥局,雲林縣斗六市民生南路４２號,(05)5329179,498,1348,2020/03/04 10:17:40
5939012571,上好藥局,雲林縣斗六市永安路７２號,(05)5331780,109,713,2020/03/04 10:17:40
5939012580,林博彥藥師藥局,雲林縣斗六市莊敬路６５號,(05)5361258,622,1016,2020/03/04 10:17:40
5939012599,斗六藥局,雲林縣斗六市雲林路二段１１３號,(05)5372300,497,1689,2020/03/04 10:17:40
5939012606,永兆藥局,雲林縣斗六市北平路１６６號,(05)5378257,0,72,2020/03/04 10:17:40
5939012615,佑全斗六慶生藥局,雲林縣斗六市慶生路２６號,(05)5372736,350,1267,2020/03/04 10:17:40
5939020055,民欣藥局,雲林縣斗南鎮明昌里長安路二段１９１號,(05)5973913,108,840,2020/03/04 10:17:40
5939020082,惠生大藥局,雲林縣斗南鎮中天里文元街５０號,(05)5972478,927,1978,2020/03/04 10:17:40
5939020091,全安藥局,雲林縣斗南鎮中天里中正路１２３號,(05)5965255,748,2321,2020/03/04 10:17:40
5939020171,仁安堂藥局,雲林縣斗南鎮南昌里文元街４３號,(05)5952020,250,844,2020/03/04 10:17:40
5939020224,菩提大藥局,雲林縣斗南鎮延平路二段４１２號,(05)5951539,500,1116,2020/03/04 10:17:40
5939021294,玲津藥局,雲林縣斗南鎮中山路１７–２號,(05)5972889,1191,1920,2020/03/04 10:17:40
5939021392,南安藥局,雲林縣斗南鎮南昌路１３７號１樓,(05)5952777,936,1244,2020/03/04 10:17:40
5939021409,佑仁藥局,雲林縣斗南鎮新興街１６０號,(05)5963853,878,2188,2020/03/04 10:17:40
5939021445,杏元藥局,雲林縣斗南鎮東仁里１３鄰中山路６號,(05)5963998,1634,2001,2020/03/04 10:17:40
5939021454,中和藥局,雲林縣斗南鎮石龜里中和路５０號１樓,(05)5979626,973,2182,2020/03/04 10:17:40
5939021463,安瑞藥局,雲林縣斗南鎮新興街９４號,(05)5972099,1721,1984,2020/03/04 10:17:40
5939021481,群安藥局,雲林縣斗南鎮南昌路１５１號２樓,(05)5973100,1773,1137,2020/03/04 10:17:40
5939021490,庚辛藥局,雲林縣斗南鎮中正路１３９－１號,(05)5953776,1374,1938,2020/03/04 10:17:40
5939021534,感恩藥局,雲林縣斗南鎮民權路２０號,(05)5955216,1270,2135,2020/03/04 10:17:40
5939021543,惠宏藥局,雲林縣斗南鎮延平路２段２６４號,(05)5953727,1064,1472,2020/03/04 10:17:40
5939021552,民安藥局,雲林縣斗南鎮中山路８９號,(05)5972076,518,1922,2020/03/04 10:17:40
5939021561,聖安藥局,雲林縣斗南鎮南昌里南昌路１３０號,(05)5954652,586,2331,2020/03/04 10:17:40
5939021570,他里霧藥局,雲林縣斗南鎮民權路１９號,(05)5950560,818,2060,2020/03/04 10:17:40
5939021589,信望愛藥局,雲林縣斗南鎮同安街３號,(05)5974549,1400,1970,2020/03/04 10:17:40
5939030177,上方藥局,雲林縣虎尾鎮中山里中正路１７７號,(05)6332828,510,1490,2020/03/04 10:17:40
5939030211,晉泰藥局,雲林縣虎尾鎮新興里中正路１８號,(05)6327777,864,1310,2020/03/04 10:17:40
5939030220,寶全藥局,雲林縣虎尾鎮中山里新興路８５號,(05)6322169,1448,1804,2020/03/04 10:17:40
5939030284,張維修藥局,雲林縣虎尾鎮林森路一段３６６號,(05)6326456,414,246,2020/03/04 10:17:40
5939030300,黎明藥師藥局,雲林縣虎尾鎮民權路九號,(05)6310921,787,976,2020/03/04 10:17:40
5939030355,祥惠藥局,雲林縣虎尾鎮惠來里惠來８１之５號,(05)6224308,848,1820,2020/03/04 10:17:40
5939030364,勝泰中西藥局,雲林縣虎尾鎮林森路一段４２７號,(05)6329479,1544,2252,2020/03/04 10:17:40
5939031549,新生藥局,雲林縣虎尾鎮林森路一段２６６–１號,(05)6338588,416,375,2020/03/04 10:17:40
5939031558,正安藥局,雲林縣虎尾鎮仁愛路４２號,(05)6322058,2180,1594,2020/03/04 10:17:40
5939031576,良方藥局,雲林縣虎尾鎮中山路５７號,(05)6312106,1780,1682,2020/03/04 10:17:40
5939031585,利芳藥局,雲林縣虎尾鎮光復路３１０號,(05)6311016,382,1698,2020/03/04 10:17:40
5939031674,幼安藥局,雲林縣虎尾鎮立仁街５７號,(05)6321280,1554,1444,2020/03/04 10:17:40
5939031683,大安藥局,雲林縣虎尾鎮中山路１２２號,(05)6331547,1732,1446,2020/03/04 10:17:40
5939031718,安立藥局,雲林縣虎尾鎮新興里中正路２９號,(05)6325490,1935,1578,2020/03/04 10:17:40
5939031745,新明藥局,雲林縣虎尾鎮林森路二段４２９號,(05)6335193,1252,1498,2020/03/04 10:17:40
5939031763,皇安藥局,雲林縣虎尾鎮光復路３５２號,(05)6333291,562,1531,2020/03/04 10:17:40
5939031825,宏恩藥局,雲林縣虎尾鎮林森路一段３３５號,(05)6314781,1024,1084,2020/03/04 10:17:40
5939031996,端發藥局,雲林縣虎尾鎮林森路一段３２９號,(05)6314168,512,1378,2020/03/04 10:17:40
5939032000,安安安藥局,雲林縣虎尾鎮林森路二段４２８─１號,(05)6311989,2858,1568,2020/03/04 10:17:40
5939032028,上安藥局,雲林縣虎尾鎮西屯里大屯２８５－１號,(05)6657158,1226,2070,2020/03/04 10:17:40
5939032055,大川藥局,雲林縣虎尾鎮民族路８號,(05)6339178,2119,1476,2020/03/04 10:17:40
5939032135,東仁藥局,雲林縣虎尾鎮東明路１８６號,(05)6361020,3374,1770,2020/03/04 10:17:40
5939032144,新生松藥局,雲林縣虎尾鎮民生路３７－５號,(05)6326562,2476,1664,2020/03/04 10:17:40
5939032162,聯宏藥局,雲林縣虎尾鎮光復路４６８號,(05)6326188,1634,1498,2020/03/04 10:17:40
5939032180,康是美虎尾藥局,雲林縣虎尾鎮西安里中正路２５８˙２５８─１號,(05)6328411,1163,2116,2020/03/04 10:17:40
5939032224,文心藥局,雲林縣虎尾鎮信義路６號,(05)6362365,978,1184,2020/03/04 10:17:40
5939032233,優良藥局,雲林縣虎尾鎮仁愛路６５號,(05)6314362,1718,1510,2020/03/04 10:17:40
5939032304,華盛頓虎尾藥局,雲林縣虎尾鎮光復路３０２號,(05)6362177,1767,878,2020/03/04 10:17:40
5939032386,平安藥局,雲林縣虎尾鎮信義路５號,(05)6326900,2156,1001,2020/03/04 10:17:40
5939032402,幼恩藥局,雲林縣虎尾鎮林森路一段４５３號,(05)6365821,1173,332,2020/03/04 10:17:40
5939032420,虎尾台丞藥局,雲林縣虎尾鎮林森路一段３４６號,(05)6325698,1607,1506,2020/03/04 10:17:40
5939032484,聖霖藥局,雲林縣虎尾鎮公安路１７８－１９號,(05)6329334,1410,1801,2020/03/04 10:17:40
5939032528,慶安藥局,雲林縣虎尾鎮公安路１１５－１號,(05)6328029,2608,1786,2020/03/04 10:17:40
5939032546,惠眾藥局,雲林縣虎尾鎮林森路二段１６９號,(05)6363350,482,1228,2020/03/04 10:17:40
5939032555,福瑞藥局,雲林縣虎尾鎮仁愛路９０號,(05)6365190,1393,1473,2020/03/04 10:17:40
5939032564,林森瑞安藥局,雲林縣虎尾鎮林森路二段８９號,(05)6328034,660,1689,2020/03/04 10:17:40
5939032573,林森啄木鳥藥局,雲林縣虎尾鎮明正東路８號,(05)6320417,528,306,2020/03/04 10:17:40
5939032608,兒侒藥局,雲林縣虎尾鎮弘道路５１號,(05)6311246,1816,366,2020/03/04 10:17:40
5939032617,永德健保藥局,雲林縣虎尾鎮德興路８３號,(05)6322802,804,1634,2020/03/04 10:17:40
5939032626,林藥師藥局,雲林縣虎尾鎮中正路２０７號,(05)6334135,1150,1990,2020/03/04 10:17:40
5939040164,一元藥局,雲林縣西螺鎮福興路１７５號,(05)5879987,852,2281,2020/03/04 10:17:40
5939040253,福安藥局,雲林縣西螺鎮福田里社口路８３號,(05)5871281,879,1168,2020/03/04 10:17:40
5939041410,禾安藥局,雲林縣西螺鎮中山路７５號,(05)5868789,2681,1704,2020/03/04 10:17:40
5939041465,仁祥藥局,雲林縣西螺鎮中和里中山路４６號,(05)5882111,600,2188,2020/03/04 10:17:40
5939041483,建興藥局,雲林縣西螺鎮正興村建興路２０２號,(05)5868267,1136,1361,2020/03/04 10:17:40
5939041590,長春藥局,雲林縣西螺鎮建興路１５０號,(05)5876222,1153,2038,2020/03/04 10:17:40
5939041705,祐祐藥局,雲林縣西螺鎮光復西路３６２號,(05)5878758,671,662,2020/03/04 10:17:40
5939041732,一生藥局,雲林縣西螺鎮延平路２３４號,(05)5862222,518,1347,2020/03/04 10:17:40
5939041750,上祐藥局,雲林縣西螺鎮西興南路３４２號,(05)5883753,1236,1618,2020/03/04 10:17:40
5939041769,恩典藥局,雲林縣西螺鎮光復西路１４號１樓,(05)5880833,1261,1449,2020/03/04 10:17:40
5939041778,瑞大藥局,雲林縣西螺鎮平和路７７－１號,(05)5873287,348,1084,2020/03/04 10:17:40
5939041812,林森育安藥局,雲林縣西螺鎮中正路１６０號,(05)5879951,266,552,2020/03/04 10:17:40
5939041830,第一藥局,雲林縣西螺鎮中山路２１７、２１７－１號１樓,(05)5875323,1637,1607,2020/03/04 10:17:40
5939041849,西螺藥局,雲林縣西螺鎮光復西路１２３、１２５號,(05)5872112,680,1518,2020/03/04 10:17:40
5939041858,佑全西螺建興藥局,雲林縣西螺鎮建興路２４９號,(05)5883161,616,1109,2020/03/04 10:17:40
5939041876,呈恩藥局,雲林縣西螺鎮吳厝里１鄰吳厝２－３號,(05)5882559,1622,1442,2020/03/04 10:17:40
5939041894,可安藥局,雲林縣西螺鎮吳厝里吳厝２７－１１號,(05)5880971,1071,1479,2020/03/04 10:17:40
5939050044,健康藥局,雲林縣土庫鎮順天里中正路１１號,(05)6622889,266,412,2020/03/04 10:17:40
5939050071,義泰藥局,雲林縣土庫鎮宮北里中正路２０２號,(05)6624778,860,1856,2020/03/04 10:17:40
5939050124,常春藤藥局,雲林縣土庫鎮忠正里中山路２４６號,(05)6627371,1574,1646,2020/03/04 10:17:40
5939051176,大方藥局,雲林縣土庫鎮中正路１０６號,(05)6629199,1095,2237,2020/03/04 10:17:40
5939051185,土庫台丞藥局,雲林縣土庫鎮中正路１１２號,(05)6626677,1891,1897,2020/03/04 10:17:40
5939051194,友杏健康健保藥局,雲林縣土庫鎮北平里民權路１４號,(05)6651758,522,1632,2020/03/04 10:17:40
5939051229,祥安藥局,雲林縣土庫鎮東平里馬光路３８－１號,(05)6656610,1388,1782,2020/03/04 10:17:40
5939051238,天愛藥局,雲林縣土庫鎮中山路８０號,(05)6629923,562,1532,2020/03/04 10:17:40
